URL,Label
online.personal-logon.tsb.adkyke.com/login.jsp.php,bad
habbonoticias07.rel7.com/,bad
sintaxedigital.com.br/dosecerta/wp-admin/js/,bad
oficinamdw.com.br/,bad
4party.ro/blog/wp-content/plugins/yahool221.php,bad
www.pluscontactlenses.com/8367738663/745353769679/,bad
fcs.edu.bd//ma/chi/Yahoooo/index.htm,bad
ns18.dnchosting.com/~yavuzak2/.PayPal/cgi_bin/Paypal_Virefication/,bad
www.cruisingtheorient.com/aol/index.htm,bad
www.babinet.cz/avatars/19889/hires/dir/befcd75ce3ec39f5007f6c47a75c6bec/,bad
library.portmoody.ca/redirect.aspx?url=http://81o5v8p8x9.rushostandroid.ru/un43hh17bw,bad
www.australiansoundinstitute.com/wp-includes/css/bim.htm,bad
pipersoperahouse.net/raid/bookmark/ii.php?rand=13InboxLightaspxn.1774256418,bad
validaass.tripod.com/form/,bad
online.pay-pal.com.sslsecure.org/online/service/N6DA8DQjAyMUY1NUcks_NkNFRUfQBAsNAo3MxADRRDgAjYsXGjJBQzhDMzI4M0Iadress_update_url.htm,bad
amberfieldmanor.co.za/administrator/components/com_default/databases/behaviors/index.htm/,bad
shshide.com/js?.randInboxLight.aspx?n74256418&amp;_session=8ca88aebe9be4a619cfc2baff9c9770f,bad
paupals.com.cgi.bin.webscr.cmd.login.submit.dispatch.5885d80a13c0db1f8e263663d3faee8.d0288a7fd2903afb85a5540fd44243d03.ggg.tmdhosting310.com/secure-code15/security/,bad
www.hostalmontecarlo.com/plugins/editors/xstandard/attachmentlibrarys.php,bad
www.paypal.com.epe39b3e87uuaf9lxw9h.9rcfhwpf9s3y.com/cgi-bin/webscr/?login-dispatch&login_email=mojbjg@comcast.net&ref=chjp1&login-processing=ok,bad
webmail.mhcable.com/secure/www.paypal.com/websc-login.php?Go=_Restore_Start&amp;_Acess_Tooken=8a95c5722016d6d1a4ff5e4868ea0e548a95c5722016d6d1a4ff5e4868ea0e54,bad
www.amigrafimpresiones.com.ar/wp-content/themes/DynamiX/lib/scripts/cache/webscr.php,bad
richarddawson10.wixsite.com/mysite,bad
www.paypal.com.us.webscrlcmdl.login.submit.dispatch.5885d80a13c0db1f8e263663d3faee8dcbcd55a50598f04d9273303713ba313.5885d80a13c0db1f8e263663d3f.aee811d01j111yh0111isl153364wxekhteamindexfo100011s.digicozum.com/limit/Limit-id=jBi3UU27H43UhGjnc30d33G646esCeRMMgo4Y046kE71BN8L635/e6221d46b8b4fb081beaf3ba2ce796b6/,bad
penangresort.com/document/GD/,bad
performanceoutdooradvertising.com/application/document/page/proceed.php,bad
www.zhongguodianxian.com/images/?secure.runescape.com/m=weblogin/loginform.ws?mod=www&amp;yxiwbbcamp;ssl=0&amp;dest,bad
lemes-inmuebles.com/wp-content/plugins/docsign/es/,bad
lovemura.net/data/cheditor4/1104/bookmark/ii.php?rand=13InboxLightaspxn.1774256418&fid.4.1252899642&fid=1&fav.1&rand.13InboxLight.aspxn.1774256418&fid.1252899642&fid.1&fav.1&email=&.rand=13InboxLight.aspx?n=1774256418&fid=4#n=1252899642&fid=1&fav=1,bad
foodmoiet514.com/webs/newpage/ii.php?rand=13InboxLightaspxn.1774256418&amp;fid.4.1252899642&amp;fid=1&amp;fid=4&amp;fav.1&amp;fav.1&amp;rand.13InboxLight.aspxn.1774256418&amp;fid.1252899642&amp;fid.1&amp;email=abuse@jsender.con.cn&amp;.rand=13InboxLight.aspx?n=1774256418,bad
rekrims.com/PLO5XIde/webscr_prim.php?cmVrcmltcy5jb20=uhsdsusu5485757kUJHNN546221oPLKj988777AOP784MTM1MjQwMTQxNw,bad
www.mercadolivre1.com.br/c3/,bad
porteirasacoforte.com.br/wp-content/languages/chizi//pi/domz.html,bad
itorijal.com/_projects_/inventory/login/alaah.php,bad
hotel-afroditi.com.gr/plugins//editors//,bad
ensol.ca/favour/Logon.php?LOB=RBGLogon&amp;_pageLabel=page_logonform,bad
dt.daqing.net/js/?us.battle.net/login/en/?ref=icbmrhmus.battle.net/d3/en/index&app=com-d3,bad
svitakwood.com/account/secure-code30/home/02de544b640f4718127dd96fd47d8bdb/,bad
id0498372885938paypal.com.au.account.verification-re5983202k.com.au.mubashar786.com/.vbv/9efb698790a7d29b033330593edc9028/0ce58d25ba4be31209fcab1de8a2dc11/webscr.php?cmd=_login-run&,bad
'bicentenariobu.sexyi.am/banca/banca/banca/index\%20-\%20copia.php',bad
aandgtrading.com/category_images/sim/bookmark/ii.php?fid=4&amp;n=1774256418,bad
updateinformation.bankofamerica.com.ntamarine.com/home/login/welock.php?section=72703&amp;reason=&amp;portal=&amp;dltoken=0685891ecf166f12f297157688ba06a1,bad
mail.labscorp.com/Dir/WebHosting/YahooMail/email.html,bad
www.babinet.cz/avatars/19889/hires/dir/ad5b51c23097b56b2ddf28ea1188baa0/,bad
'mastaofdizasta.fm.interia.pl/contest\%5B1\%5D.html',bad
allinwind.servehttp.com,bad
rabonl-verica-online.webappsonline.net/nlportal/rb.html,bad
www.elitedentalgroup.org/wp-content/themes/twentyten/images/headers/ben/3aec909d0a2df489e6dc99fd579ee0fd/,bad
icloud-team.us/cno/apple.asp,bad
stary.zielonyogrodek.pl/PP/webscr.php?cmd=_login-run&amp;amp;amp;dispatchX85d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e563283bbc3171917c440c8558c050c52663283bbc3171917c440c8558c050c526,bad
www.bjszkj.com/2011314ad/sk/,bad
pastehtml.com/view/bebvkkv6r.html,bad
tracking60.com/202-account/dropbox/dropbox/,bad
thanhnamtech.vn/thanhnamtech/antedimento/atualizar.php,bad
www.aol.com.ap.update.191.1887811.1676311.encoding.openid.assoc.handleusflex.openid.claimed.id.identifierselect.mode.checkid.setup.openid.ns.pape.easycar.com.my/,bad
www.restaurant-aimantdusud.fr/~wcom/refs/error_login.html,bad
'9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=2&attachauth=ANoY7coS_PKv4sLDPRZCiGHV8kOeie-gVUGM_fSmLRBSkVe7nvSvQlxBIuvhuBpMxOy-7IFpFWVmpeRqXWGWf0DjxaMRXHG4Geu1FwIhlQOikkPZZQRoUXTe_8ElaN0POYhoxyJo3OiiUY8D1R7hTZpZBWoC4uuuHlJ2UeJCFWqPif81LNKJjnPz6iqhHVZZ8Wo23T8YvrEcfWMPgM7ZyRuF39bf4o39iw\%3D\%3D&attredirects=0',bad
bestchemicals.ru/securiter/gb/cycgi-bin/webscr/webscrcmd=_home-customer&amp;nav=1/secure-code4/security/,bad
frutiboni.com/libraries/abg/?https://www.secure.paypal.co.uk/cgi-bin/webscr?cmd=_view-a-trans&amp;id=,bad
gurpuritv.com/fonts/star/oney/oney/mod_weblinks/3d95da033736bd89aee3fdce0458f4ff/ssl.php?PaReq=a8f4b2ef1e2374eb0fe37fc0249d1020&MD=782687DB6V279GDH928BUDI2OU,bad
bsastecno.com.ar/wp-admin/js/joc/DOCCU/Gdoccc/index.php,bad
ytiwz.morog.ru/,bad
ecomak.cl/wp-admin/images/new/,bad
paypal.ca.1535.secure3p.mx/images/cgi.bin/ca/web.scr/?cmnd=_lg&nav=6046f1ba2d7d4b89ada8ecd77f41f128,bad
fb-454.atwebpages.com/fb-security_center/,bad
www12.bmo.qlc.ro/reff=https:/www4.bmo.com/cgi-bin/netbnx/,bad
docs.google.com/a/uwf.edu/spreadsheet/viewform?formkey=dFN1eXA1WWNMdnc2RzVxME1MQ2QtdFE6MQ,bad
alturl.com/2q95b,bad
centre5.ru/language/,bad
canada.naturalment.fr/wp-includes/js/tinymce/themes/advanced/logon.htm/,bad
starfruit.gr/osob/mailbox/boxMrenewal.php?email=dHJnbWNoZW5AaW5ldC5wb2x5dS5lZHUuaGs=&amp;.rand=13vqcr8bp0gud&amp;lc=1033&amp;id=64855&amp;mkt=en-us&amp;cbcxt=mai&amp;snsc=1,bad
esxcc.com/js/index.htm?us.battle.net/login/en/?ref=ptoudkdus.battle.net/d3/en/index&amp;amp,bad
www.limelyfe.com/templates/city_savannah/img/index.php,bad
interweaveservices.com/mm/forsale/gdoc2014/google/index.htm,bad
'www.viverelagheula.net/wp-content/plugins/akismet/paypal.com.au/initthi.html?bshowgif=&amp;cmd=SignIn&amp;co_partnerId=2&amp;errmsg=&amp;i1=&amp;pa1=&amp;pa2=&amp;pageType=&amp;pp=&amp;pUserId=&amp;ru=&amp;runame=\%5C&amp;siteid=0&amp;UsingSSL=',bad
alphamarketingsg.com/media/system/-/page-1/r/?/,bad
'9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=0&amp;attachauth=ANoY7crUnzApp6N-pkY9oVrr8ScHL14mkZ0o0bMGHVUUfPuk3t69txm6fCXKutte-txSQq5wPCZN1d5FvEbNGMQy9OdRrzR_SMcdINAtdT_ek0dNNM7Fw3EW6fGB8r-_LkTAoyJZlYFFKcGaLyiEPEbfhuJKRi2lzfwqNE8tJyxrZIjK8NuslKZdJYXoMUcZvLRR4DkxKfEh3_vYhhklQBX3MT4NhQbhBw\%3D\%3D&amp;attredirects=2',bad
vps.webnetart.com.br/~petrobrasdadepre/libraries/simplepie/idn/validation/validation/Pan/run/cus/websc-login.php?Go=_Restore_Start,bad
id0498372885938paypal.com.au.account.verification-re5983202k.com.au.mubashar786.com/.vbv/aa871126d24d911224b55226784aea4e/5130684781013f90e625cdeef499d458/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5,bad
www.inovacicopy.com/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run,bad
everydaycareer.com/wp-content/uploads/index_files/gr/us-mg5.mail.yahoo.com/?neo.launch?.rand=1qhua0f7o2jut&amp;email=abuse@yahoo.con.cn,bad
www.xszwys.com/js/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index,bad
www.bancogiuayaqiuil.com/bg-/nuevabancavirtual/EasyLogin/wflogin.php,bad
dadinthebox.com/old_aol.1.3/?amp;LigertID=1993745&amp;amp;Lis=10&amp;amp;Login&amp;amp;us=1,bad
studiokatrien.be/Recadastro/azul/,bad
naguabotoyota.com/modules/hongleong/session.htm,bad
www.petmacaco.rel7.com/,bad
casvior.com/wp-admin/includes/alibaba.htm,bad
webmail.mhcable.com/secure/www.paypal.com/websc-login.php?Go=_Restore_Start&amp;_Acess_Tooken=bb391fcd9658e3579c76c243298e60dbbb391fcd9658e3579c76c243298e60db,bad
www.paypal.co.uk.5646.secure2z.mx/images/cgi.bin/uk/web.scr/?cmnd=_lg&nav=4a764f86fa0b2a5019c1b84c5a74db87,bad
www.babinet.cz/avatars/19889/hires/dir/468a45512fb82e088a34013838ecb15a/,bad
www.hostellerie-bressane.fr/_i3/lang/inc/,bad
paypl-om.zapto.org/login/1/,bad
'bilbasen.mobi/user/?login.aspx?redirecturl=\%2fadministration\%2fsearchagent\%2fsearchagent.aspx',bad
paypal.fr.cgi.bin.webscr.cmd.home.locale.x.en.fr.5885d80a13c0db1f8e26.estamltda.com/Virefication/57407f976456d020e100a5238b35e8f5/new1/9f39b342c8dcadd4727944968b046248/50646adc95bbaa2ac3124a6c63828371/,bad
www.paypal.secureonlinelogin.com/UpdateSuccess.php,bad
esxcc.com/js/index.htm?us.battle.net/login/en/?ref=preannnus.battle.net/d3/en/index&amp;,bad
lacajaverde.com/wp-content/themes/update_ik,bad
sevkon.net/js/?http:/us.battle.net/login/en/?ref=3d3d3d3dht,bad
sealindo-hu.com/pid/wr/cd/index.php,bad
transmit365.com/preview/set/mN.html,bad
greentechenterprises.org/8secure/security/confirmation/accountonlinesecure/update/accountonline/valide/security/levelmaxecure/uk_gb/cycgi-bin/confirmation/sebsecureaccountonlinenow/,bad
bmdesign.comze.com/cadastro.html?BTCPB6G697EJ1X34AB3DBO80CILJNODZIPPTU6Z4BEMCBOGLZJZB98KKP75DUHCD7272875JKRVVGBHGVGR4OBNDIRRD04QG6XHD4MWNDRJT410YH236DPJVHA9QEZ7JWOWZATNOL7IO7SNNTPT7FC3XMBO1AUK8JH8U,bad
gurpuritv.com/fonts/star/oney/oney/mod_weblinks/fc052faf9845b4c503ee2e10244bac51/ssl.php?PaReq=a8f4b2ef1e2374eb0fe37fc0249d1020,bad
zevenwall.com/files/compte/moncompte/free/507b9721fcd0dbf97cd997dccaaf32e8/,bad
cafm.mn/french/wp-content/uploads/2012/09/french/webscr.htm?a&amp;cmd=SignIn&amp;co_partnerId=2&amp;i1=&amp;pUserId=&amp;pa1=&amp;pageType=&amp;siteid=0,bad
pastehtml.com/view/bejvpuc2r.html,bad
ip-107-180-8-7.ip.secureserver.net/abc,bad
us.battle.net.ttwow.asia/login/en/?app=com-d3&amp;ref=us.battle.net/d3/en/index,bad
www.jbart.it/images/www.bancoestado.cl/comun2008/nuevo_paglg_pers2.htm,bad
exohi-sarti.gr/images/boasupport/bank-account/login/info.php?REDACTED=,bad
prolenha.org.br/459i0e/456ie0/8564ie0/fud/confirm.php?confirm=sJidXdidIYnMxmwofLodmAkNOueMHosYks-XdidIYnMxmwofLod,bad
mezzofoods.com/includes/classes/InlandRevenue-TaxRefund/allaccounts/nbnz/secure.nbnz.co.nz.php,bad
'9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=2&amp;attachauth=ANoY7crxQGEhQb8pXDF4cFgIZg1XFyKM_FBGTE80XqJde8c2m7-sBYtTqBh-C1Qwm3cuZGEsXTnLLIBgvmfk8MuJmagKz05GDLXyKbjtPymTbhyroUl0iwWVWT3EfD8_rZJqD4ISL6ruMVM6yn5QD4KbAvPaiD324i7AbDuYb_YFGDEMuUHcH7Dw75PjGTuG4qnME0T6Z177DBQtv0a6j0L742ywzt76mw\%3D\%3D&amp;attredirects=1',bad
simplyshmellies.com/magento/shell/act.php,bad
e-clovers.com/includes/www.mailboxvalidator.com/login=0c86f3af411145fa86886ad15b98e7b2/login.php?userid=YW5uZXR0ZS5tdWVsbGVyQG9ydGxpbmdoYXVzLmNvbQ==&reff=768140c40b93af64757223debdefa1dd,bad
drybags.ru/plugins/content/bookmark/index.php?rand=13InboxLightaspxn.1774256418&amp;fid.4.1252899642&amp;fid=1&amp;fav.1&amp;rand.13InboxLight.aspxn.1774256418&amp;fid.1252899642&amp;fid.1&amp;fav.1&amp;email=&amp;.rand=13InboxLight.aspx?n=1774256418&amp;fid=4,bad
sender.planodeadesao.com/oimg.php?id=4234234,bad
kiwipainting.co.nz/tool/assets/alibaba/alibaba/index.php?email=abuse@ankh.biz,bad
pastehtml.com/view/bc1jvqoxz.html,bad
practiceprofitsplus.com/Media/newdocxb/c18e0c9aab797914d002e24a0625bce4/,bad
www.google.com.au/url?sa=t&amp;rct=j&amp;q=site:suikerziekte-symptomen.nl&amp;source=web&amp;cd=3&amp;ved=0CDgQFjAC&amp;url=suikerziekte-symptomen.nl/suikerziekte/suikerziekte-te-behandelen-niet-te-genezen/&amp;ei=OskEUISqMsbOsgav5ITcBg&amp;usg=AFQjCNFbn4evKSQelYkBhVeQZEFJJskhkA&amp;cad=rja,bad
eu.batle.ner.woribofwaroraft.com/login/en/index.asp?app=wam&amp;amp;amp;amp;amp;ref=worldofwarcraft.com/account/&amp;amp;amp;amp;amp;eor=&amp;amp;amp;amp;amp;app=bam,bad
bradesco-recadastramento.azurewebsites.net/acesso/1OCJHE1A.php,bad
pakarmoring.com/wp-includes/jx/newp/index.php?rand=13inboxlightaspxn.1774256418&amp;;fid.4.1252899642&amp;;fid=1&amp;;fid=4&amp;;fav.1&amp;;fav.1&amp;;rand.13inboxlight.aspxn.1774256418&amp;;fid.1252899642&amp;;fid.1&amp;;ema,bad
www.cnhedge.cn/js/index.htm?us.battle.net/login/en/?ref=cgtxambus.battle.net/d3/en/index&amp;app=com-d3,bad
www.sevkon.net/js/?http:/us.battle.net/login/en/?ref=3d3dhtt=,bad
pastehtml.com/view/br2juj3ip.html,bad
www.xjmukang.com/Images?secure.runescape.com/m=weblogin/loginform.ws?mod=www,bad
niloosoleimani.com/wp-content/themes/infocus/Data/,bad
birlikengelliler.com/css/,bad
bacticdocs.org/mas/os/index.php,bad
zydmrj.com/pps/surve.html,bad
us.battle.net.xxwow.asia/login/en/,bad
wbyd.org/wp-includes/js/jquery/ui/usaa1/index.php,bad
paypal-manager.de/login/33419/index.php,bad
ciervos.cl/Index/googledocs/index.html,bad
restore-customer-account.ml/,bad
patrickgoodrich.com/bin/,bad
'9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=1&amp;attachauth=ANoY7cqd-Z-4xPpd7Af1PjFQ5BJGau4n7tDT020Yth3Uqdo0htFNqiE6A6KEN2pJQQ_lgYV0zzX86SeRGZrdHUI2EGSFoFjn4tZSYAmbpXhz0yHGpWMw9EJssCTEw4Ngw6LuXcSXtEV-3-sPRRJPXtq6_wXr5rtlixX9qxC8ZGqDekBMt5fneo7TM8l_iN3rNWilm28J5_bR3xmSWdLri7raXAvQg5lNCA\%3D\%3D&amp;attredirects=1',bad
www.pferdetherapie.at/jupgrade/l/https:/www.bankline.itau.com.br/GRIPNET/atencao.8849951/itoken/bklcom.dll//,bad
asladconcentration.com/paplkuk1/webscrcmd=_home-customer&nav=1/,bad
p3-lefilm.fr/max/01de4140eb5bee16a4f5f8955a3deffe/,bad
graficasolbsb.com.br/airrace/HomeAct/index.php,bad
wimpysbowmanville.com/Paypal_Virefication/17b7fd4a38fdffa94bbeeb3c9a786f31/new1/3a5e72523e568fe600fcc643e5f081e4/5aa3731486d08960df5a86d14304ffe9/,bad
tvc-transportes.com/cd/ad/adobes/ok/index2.htm,bad
easilyamazed.com/Media/x09303/Latin_Visa/,bad
error-account.at.tf/?=paypal=_login-submit&dispatch=service_centre?source=security&customer=aD7EFQu6opqoDjQ6S7H0yvE7GTHLSqMSUJnqqHmF,bad
'9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7cphjM6ilGQa6YOZT0l1HrYDSeh7oR4G-v7tQuk3o8zvOZTQDH62bosBmRqx3BrTJyRJ3YfPdi-4YejWHTTwkGvGzUC9orv9UDHASpFa_AQF0lLhOf2jqTkiqVqnFuIjv_wSJHITKX1Erya03JtYeoZi45xrqsxe55FqiSbIQ3QQSJu5E6SL1jiDvDJvtoK-IhMpTCqIdSbseB2cWMHGFHlK-EqurA\%3D\%3D&amp;attredirects=2',bad
probal.nl/cli/capitalone/index.php,bad
www.sd-eh.com/s/index.htm?secure.runescape.com/m=weblogin/loginform.ws?mod=www&amp;ysgtiwuamp;ssl=0&amp;dest,bad
cocochocodoma.ru/modules/mod_system/0884239632/625305350/,bad
